name,qid,query_type,query,rank_ditemukan,Hit@10,Hit@20,Hit@50,Hit@100
Baseline (mmBERT-base),100,1,mahar tidak disebutkan ketika akad nikah,53,❌ Miss,❌ Miss,❌ Miss,✅ Hit
Baseline (mmBERT-base),103,1,Diyat unta untuk pelaku pembunuhan,26,❌ Miss,❌ Miss,✅ Hit,✅ Hit
Baseline (mmBERT-base),106,1,nikahnya perempuan dzimmi,9,✅ Hit,✅ Hit,✅ Hit,✅ Hit
Baseline (mmBERT-base),109,1,orang-orang yang tidak boleh menjadi wali nikah,135,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),112,1,hukum laki-laki memandang ajnabi,202,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),115,1,mahar misil,393,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),118,1,Walimah ursy,47,❌ Miss,❌ Miss,✅ Hit,✅ Hit
Baseline (mmBERT-base),121,1,definisi khulu',302,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),124,1,Talak,54,❌ Miss,❌ Miss,❌ Miss,✅ Hit
Baseline (mmBERT-base),127,1,Syarat Ruju',575,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),130,1,Iddahnya perempuan yang ditinggal suaminya,176,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),133,1,Definisi Riddah,205,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),136,1,penyebab faskh nikah,35,❌ Miss,❌ Miss,✅ Hit,✅ Hit
Baseline (mmBERT-base),139,1,syarat menjadi Qodli,125,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),142,1,Hadiyyah Qodli,418,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),145,1,perkara-perkara yang wajib dilaporkan ke hakim,416,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),148,1,Syahadah terhadap perzinaan,37,❌ Miss,❌ Miss,✅ Hit,✅ Hit
Baseline (mmBERT-base),151,1,Qosam dengan lafadh selain nama Allah,292,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),2,2,Bagaimana hukum memerintahkan sholat lima waktu bagi orang tua kepada anak?,437,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),5,2,Bagaimana hukum membaca basmalah di tengah-tengah wudhu?,149,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),8,2,Apakah darah yang keluar dari anus (dubur) karena penyakit wasir (ambeien) dapat membatalkan wudhu?,290,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),11,2,Bagaimana hukum melakukan sholat dengan memakai pakaian najis dalam keadaan lupa? ,77,❌ Miss,❌ Miss,❌ Miss,✅ Hit
Baseline (mmBERT-base),14,2,Bagaiamana cara mensucikan najis berupa air seni yang telah mengering di lantai?,153,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),17,2,"Bagaiamana hukum mengingatkan seseorang yang hendak melaksanakan sholat, sedang pakaiannya terkena najis?",339,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),20,2,Apa hukum membaca doa qunut di dalam sholat subuh?,159,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),23,2,Apa yang harus dilakukan makmum ketika lupa membaca surah al-Fatihah dalam sholat berjamaah?,25,❌ Miss,❌ Miss,✅ Hit,✅ Hit
Baseline (mmBERT-base),26,2,"Bagaimana hukum kembali melakukan tasyahud awal yang terlupakan, setelah terlanjur berdiri pada rakaat ketiga?",614,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),29,2,Apakah hukum melakukan adzan pada selain sholat lima waktu? ,322,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),32,2,Apakah melakukan sholat berjamaah di masjid lebih utama dibandingkan di rumah bagi seorang laki-laki?,114,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),35,2,Apakah seseorang yang bacaan al-fatihahnya baik diperbolehkan mengikuti seorang imam yang bacaan al-fatihahnya buruk? ,390,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),38,2,Apakah memisahkan diri dari sholat jamaah jumat di rakaat kedua diperbolehkan?,191,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),41,2,Bagaimana hukum mengakhirkan kedatangan bagi imam/khatib dalam pelaksanaan sholat Jumat ?,331,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),44,2,Bagaimana hukum mengkijing/ membangun bangunan permanen di atas kuburan?,78,❌ Miss,❌ Miss,❌ Miss,✅ Hit
Baseline (mmBERT-base),47,2,Apa hukum melakukan ziarah kubur bagi laki-laki?,45,❌ Miss,❌ Miss,✅ Hit,✅ Hit
Baseline (mmBERT-base),50,2,Apakah diperbolehkah mengakhirkan membayar zakat fitrah tanpa adanya halangan?,69,❌ Miss,❌ Miss,❌ Miss,✅ Hit
Baseline (mmBERT-base),53,2,Apa denda bagi orang yang melakukan perbuatan yang diharamkan ketika haji?,332,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),56,2,Apa hukum memberikan zakat kepada orang kafir?,65,❌ Miss,❌ Miss,❌ Miss,✅ Hit
Baseline (mmBERT-base),59,2,kapan pembeli dianggap menerima rumah yang ia beli?,568,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),62,2,hukum menggunakan barang orang lain tanpa izin,239,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),65,2,Kapan pertama kali puasa ramadhan diwajibkan dalam Islam?,118,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),68,2,Mengapa wanita yang sedang haid atau nifas dilarang untuk berpuasa?,172,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),71,2,Bolehkah menyewa seseorang hanya untuk menawarkan barang dagangan?,324,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),74,2,apakah mimpi basah dapat membatalkan puasa?,130,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),77,2,apa yang menjadi tanggung jawab peminjam saat barang pinjaman rusak?,257,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),80,2,mengapa pada jual beli harus ada akad?,151,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),83,2,apa hukum membeli barang yang belum pernah dilihat oleh pembeli?,515,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),86,2,mana yang lebih utama antara memberikan hutang atau bersedekah?,377,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),89,2,apakah bisa orang tua menggadaikan harta anaknya?,291,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),92,2,bolehkan menerima pemberian dari orang yang telah kita selamatkan?,16,❌ Miss,✅ Hit,✅ Hit,✅ Hit
Baseline (mmBERT-base),95,2,berapa batas maksimal wasiat?,111,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),98,2,apakah suara perempuan termasuk aurat?,211,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),101,2,bagaimana jika salah menyebutkan nama calon istri ketika qabul nikah?,11,❌ Miss,✅ Hit,✅ Hit,✅ Hit
Baseline (mmBERT-base),104,2,bagaimana jika seseorang yang terkena denda berupa unta tapi dia tidak menemukan unta di daerahnya?,217,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),107,2,Apa saja syarat perempuan yang boleh dinikahi,39,❌ Miss,❌ Miss,✅ Hit,✅ Hit
Baseline (mmBERT-base),110,2,Apa saja syarat wali nikah,175,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),113,2,Bagaimana hukum melihat alat kelamin anak kecil?,444,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),116,2,Apa itu maskawin sepadan?,434,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),119,2,Bagaimana hukum resepsi pernikahan,5,✅ Hit,✅ Hit,✅ Hit,✅ Hit
Baseline (mmBERT-base),122,2,Apa hukum cerai tebus,249,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),125,2,Apa hukum perceraian?,12,❌ Miss,✅ Hit,✅ Hit,✅ Hit
Baseline (mmBERT-base),128,2,Apa saja syarat rujuk setelah bercerai?,481,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),131,2,Apa saja pantangan bagi seorang perempuan yang ditinggal mati suaminya?,171,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),134,2,Apa tebusan yang perlu dikeluarkan oleh seseorang yang membunuh orang islam secara sengaja?,113,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),137,2,Bagaimana hukum membatalkan pernikahan yang diajukan oleh istri karena suami tidak mampu mencukupi kebutuhan istri,122,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),140,2,Apa saja syarat seorang hakim dalam sistem hukum Islam?,151,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),143,2,Bagaimana hukum gratifikasi terhadap hakim yang memutuskan perkara?,108,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),146,2,Bagaimana hukum mengambil barang milik orang yang memiliki hutang dengan kita namun tidak kunjung membayar?,432,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),149,2,Berapa orang saksi dibutuhkan dalam perkara ketetapan awal bulan puasa?,12,❌ Miss,✅ Hit,✅ Hit,✅ Hit
Baseline (mmBERT-base),152,2,Bagaimana hukum bersumpah menggunakan makhluk?,325,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),3,3,"Pak Arif mempunyai dua anak. Anak yang pertama berumur 7 tahun, sedangkan anak kedua baru berumur 5 tahun. Apakah Pak Arif berkewajiban memerintahkan sholat lima waktu kepada kedua anaknya?",81,❌ Miss,❌ Miss,❌ Miss,✅ Hit
Baseline (mmBERT-base),6,3,"Fahmi merupakan santri yang selalu melakukan kesunnahan ketika berwudhu, mulai dari membaca basmalah, berkumur, memasukkan air ke dalam hidung dan kesunnahan-kesunnahan lainnya. Suatu ketika, Fahmi lupa melakukan membaca basmalah di awal wudhu, dan ia teringat setelah berada di tengah-tengah wudhu. Apakah Fahmi tetap disunnahkan membaca basmalah?",63,❌ Miss,❌ Miss,❌ Miss,✅ Hit
Baseline (mmBERT-base),9,3,"Siti merupakan pasien penderita penyakit wasir (ambeien). Menurut penjelasan dokter, Penyakit ambeien adalah munculnya benjolan di anus dan rektum bagian bawah yang bisa menyebabkan rasa sakit, gatal bahkan pendarahan pada dubur. Benjolan yang muncul tersebut merupakan pembuluh darah vena di sekitar anus dan rektum yang membengkak. Suatu hari ketika Siti hendak melaksanakan sholat, ia mendapati bahwa duburnya terjadi pendaharan akibat penyakit wasir (ambeien) tersebut. Sesuai kronologi tersebut, apakah wudhu yang dilakukan Siti menjadi batal?",277,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),12,3,"Pak Imam merupakan salah seorang yang sangat berhati-hati dalam menjaga kesucian pakaiannya dalam sholat. Suatu ketika, ia melakukan sholat dzuhur, namun ia lupa bahwa pakaian yang dikenakannya sudah terkena kotoran burung saat ia berada dalam perjalanan menuju rumah.  Sahkah sholat yang dilakukan oleh Pak Imam?",20,❌ Miss,✅ Hit,✅ Hit,✅ Hit
Baseline (mmBERT-base),15,3,Nabila merupakan seorang pecinta kucing. Kecintaannya terhadap kucing membuatnya memelihara beberapa kucing yang diletakkan di salah satu ruangan di rumahnya. Ruangan tersebut tentunya tidak bisa terhindarkan dari bekas air seni kucing yang telah mengering. Bagaimana cara mensucikan air seni kucing yang telah mengering tersebut?,315,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),18,3,"Suatu ketka, saat Mas Agil ingin melaksanakan sholat jamaah di Masjid, ia mengetahui ada najis yang menempel di pakaian salah satu seseorang yang sedang sholat. Apa yang harus dilakukan Mas Agil apabila ia mengetahui ada najis yang menempel di pakaian seseorang yang sedang sholat?",618,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),21,3,"Kevin merupakan seorang mualaf yang baru saja masuk Islam 2 bulan lalu. Ia belum banyak mengetahui mengenai kesunnahan yang ada di dalam sholat. Saat melakukan jamaah sholat subuh, ia bingung dan bertanya-tanya karena ada salah satu doa yang dipanjatkan di tengah-tengah sholat yang setelah ia cari tahu nama dari doa tersebut adalah doa Qunut. Apa hukum membaca doa Qunut dalam sholat subuh tersebut?",369,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),24,3,"Suatu ketika, kang Hanif sedang melakukan sholat isya' berjamaah bersama temannya di kamar. Sangking merdunya bacaan surah yang dilafadzkan oleh temannya, kang Hanif sampai lupa bahwa ia belum membaca surah al-Fatihah di rakaat pertama. Apa yang harus dilakukan kang Hanif?",22,❌ Miss,❌ Miss,✅ Hit,✅ Hit
Baseline (mmBERT-base),27,3,"Suatu ketika, saat mas Baihaqy sedang melakukan sholat Isya', ia lupa melakukan duduk tasyahud awal. Ia teringat ketika sudah sempurna melakukan berdiri pada rakaat ketiga, seketika ia duduk kembali ke posisi tasyahud awal untuk memenuhi apa yang ia tinggalkan tadi. Apa tindakan yang dilakukan oleh mas Baihaqy, seperti kembali duduk tasyahud awal setelah sempurna berdiri tersebut diperbolehkan? ",476,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),30,3,"Pak Yono merupakan seseorang yang awam dalam pengetahuan agama.  Ketika anak pertamanya lahir, ia melakukan adzan dan iqomah kepada anaknya dengan meniru sinetron yang sering ia tonton di televisi tanpa mengerti apa hukum dari melakukan adzan tersebut. Apa hukum melakukan adzan kepada anak yang baru lahir tersebut?",64,❌ Miss,❌ Miss,❌ Miss,✅ Hit
Baseline (mmBERT-base),33,3,"Kang Ghufron merupakan seseorang yang sering melakukan sholat berjamaah. Namun, ia tidak selalu melakukannya di masjid, terkadang ia juga melakukan sholat berjamaah di rumahnya, terkadang juga di tempat kerjanya. Manakah sholat berjamaah yang lebih utama dilakukan oleh Kang Ghufron?",56,❌ Miss,❌ Miss,❌ Miss,✅ Hit
Baseline (mmBERT-base),36,3,"Kang Ilham merupakan seorang santri yang telah belajar di pondok pesantren al-Qur'an bertahun-tahun, sehingga bacaan al-Qur'annya sudah sangat baik (fasih). Saat ia ingin melakukan sholat maghrib berjamaah di mushola kampungnya, ia mendapati bahwa bacaan al-fatihah imam masih banyak kesalahan dalam pengucapannya. Bolehkah Kang Ilham mengikuti sholat maghrib berjamaah bersama imam tersebut?",312,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),39,3,"Pak Sugito sedang melakukan jamaah sholat jumat. Saat imam memasuki rakaat kedua, Pak Sugito merasakan perutnya sangat mulas, sehingga menyebabkan ia memisahkan diri dari jamaah sholat jumaat dengan menyempurnakan rakaat keduanya sendiri tanpa mengikuti imam. Apakah yang dilakukan Pak Sugito tersebut diperbolehkan?",174,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),42,3,"Pak Aziz merupakan imam sekalius khatib sholat Jumat di salah satu masjid di Wonosobo. Dalam pelaksanaanya, beliau selalu datang paling akhir, tepatnya setelah adzan pertama dikumandangkan. Apa hukum tindakan yang dilakukan oleh pak Aziz tersebut?",234,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),45,3,"Pak Gatot adalah seseorang yang baru saja ditinggal mati istrinya. Dalam proses pemakamannya, Pak Gatot berencana mengkijing/ membangun bangunan permanen di atas kuburan istrinya tanpa ada kebutuhan apa pun. Padahal, tanah yang digunakan adalah tanah wakaf yang tidak hanya digunakan oleh dirinya sendiri, tapi juga digunakan untuk pemakaman umum. Bolehkah mengkijing/ membangun bangunan permanen di atas kuburan?",351,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),48,3,"Kang Ihsan merupakan anak yang saleh. Ia selalu mendoakan kedua orang tuanya setiap setelah melakukan sholat lima waktu, pun dalam seminggu sekali ia juga sering menziarahi makam bapaknya yang telah meninggal. Apa hukum melakukan ziarah seperti yang dilakukan Kang Ihsan tersebut?",66,❌ Miss,❌ Miss,❌ Miss,✅ Hit
Baseline (mmBERT-base),51,3,"Pak Sukandar merupakah salah seorang muslim yang terbilang sangat mampu dalam segi ekonomi. Suatu saat, ia sengaja mengakhirkan membayar zakat fitrah tanpa adanya suatu halangan apapun seperti kendala ekonomi maupun tidak adanya seseorang yang berhak menerima zakat tersebut. Apa hukum tindakan mengakhirkan zakat yang dilakukan oleh Pak Sukandar?",120,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),54,3,"Rehan sedang melaksanakan ibadah haji, namun ditengah pelaksanaan ibadah haji, ia kehilangan pakaian ihramnya dan tidak menemukan apapun selain pakaian yang berjahit, apakah ia terkena sanksi?",321,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),57,3,"Fikri adalah panitia penerima dan penyalur zakat di desanya, suatu hari ia memberikan zakat kepada seorang fakir yang dikemudian hari diketahui masih memiliki anak yang mampu menafkahinya, apakah penyaluran zakat tersebut sudah sah?",34,❌ Miss,❌ Miss,✅ Hit,✅ Hit
Baseline (mmBERT-base),60,3,"Diyah membeli telur sebanyak 1 kg untuk keperluan membuat roti, saat penjual menyerahkan telur yang berada di kresek, penjual tidak sengaja menjatuhkannya sebelum Diyah benar-benar menerimanya, dalam kondisi seperti itu siapa yang menanggung kerugiannya?  ",500,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),63,3,"Di dalam kereta api jarak jauh, seorang penumpang ilegal yang tidak memiliki tiket tempat duduk, mengusir penumpang yang sudah duduk sesuai nomor kursinya lalu mengambil alih kursinya, apa status perbuatan yang dilakukannya? ",456,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),66,3,"Para ahli astronomi di Cina - yang mayoritas beragama non muslim- mengaku telah melihat bulan baru, kabar tersebut dengan cepat tersebar kepada penduduk Cina yang beragama Islam, dapatkah informasi tersebut dijadikan dasar penetapan awal bulan?",133,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),69,3,"Seorang Muslim makan sahur dengan tujuan agar kuat berpuasa, namun ia lupa melintaskan niat puasa wajib di hatinya, apakah puasanya sah?",124,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),72,3,"seorang kiai langgaran diminta membantu proses akad nikah dengan membimbing calon suami untuk malafalkan qabul nikah berbahasa arab, setelah akad selesai kiai ini meminta sejumlah uang sebagai imbalan atas jasa tersebut, bagaimana status pengambilan upah dalam kasus ini?",311,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),75,3,"Karena masih dalam masa pengantin baru, Mas Jiko tidak dapat menahan diri untuk terus menciumi istrinya saat sedang berpuasa ramadan hingga keluar mani, apakah puasanya tetap sah ? ",199,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),78,3,"Dana dan Dono  adalah kakak beradik yang usianya terlampau jauh, saat ini Dana berusia 28 tahun sedangkan Dono masih berusia 8 tahun. suatu hari Dana menyuruh adiknya, Dono, untuk meminjam kamera kepada paman mereka. Dono pun berhasil mendapatkan kamera itu dari pamannya, saat perjalanan kembali, kamera itu terjatuh dan rusak. Dalam kondisi seperti ini, siapa yang bertanggungjawab atas kerusakan tersebut?",371,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),81,3," Sekolah SMP Harapan Bangsa menerapkan konsep Kantin Kejujuran untuk membentuk karakter siswa menjadi pribadi yang jujur. kantin ini menyediakan seluruh kebutuhan siswa dengan disertai harga yang tercantum jelas di daftarnya. para siswa cukup meletakkan sejumlah uang yang seharga barang yang dibeli pada tempat yang telah disediakan. kondisi ini menimbukan kekhawatiran tentang apakah jual beli yang mereka lakukan sah, padahal tidak ada ijab dan qabul di dalamnya?",22,❌ Miss,❌ Miss,✅ Hit,✅ Hit
Baseline (mmBERT-base),84,3,"seorang petani muda menjual hasil panen gabahnya kepada pengepul. Ia hanya memperihatkan sebagian gabah sebagai contoh untuk meyakinkan pembeli tentang kualitasnya, sementara sisa gabahnya tetap berada dalam karung-karung yang tertutup rapat. dalam hal ini apakah jual beli tersebut sah?",607,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),87,3,"sebut saja nama Toni, dia adalah seorang saudagar sukses yang telah punya banyak pengalaman dibidang jual beli properti. suatu hari, Toni kedatangan teman lama yang senang bermain slot atau judi online bernama Joko. tujuan Joko kemudian diketahui ingin berhutang sebanyak 15 juta dan berjanji akan membayarnya seminggu kemudian. apakah Toni boleh memberikan hutang kepada Joko ketika ada kemungkinan besar Joko tidak akan membayarnya?",290,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),90,3,"karena pertumbuhan penduduk sangat cepat, sebuah desa ingin merenovasi masjid menjadi dua lantai, yang jika dihitung-hitung menghabiskan biaya cukup besar. setelah melakukan muysawarah, biaya ini kemudian diambil dari kas masjid serta sumbangan masyarakat. Selain itu, muncul keinginan untuk menggadaikan sawah wakaf sebagai tambahan biaya renovasi. apakah tindakan ini diperbolehkan? ",477,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),93,3,"Rafi melamar seorang perempuan yang sangat ia cintai. Sebagai bentuk keseriusannya, ia menyerahkan uang sebanyak 10 juta rupiah dan berbagai bingkisan lainnya kepada calon istri melalui walinya. namun kenyataan pahit harus diterima Rafi, cinta Rafi bertepuk sebelah tangan. calon istri ternyata sudah memiliki calon yang lebih pantas menurutnya. apakah Rafi berhak meminta uang dan bingkisan yang telah ia berikan?",148,❌ Miss,❌ Miss,❌ Miss,❌ Miss
Baseline (mmBERT-base),96,3,"Hasan adalah pengusaha makanan cepat saji yang sedang sakit keras. Harta yang dimilikinya sekitar 15 Milyar. Ia ingin menyerahkan sebagian hartanya untuk pembangunan masjid di desanya.  Dalam surat wasiatnya, Hasan menyerahkan sebanyak 7,5 Milyar untuk diserahkan ke masjid. apakah wasiat seperti ini dapat dilaksanakan atau ada batasan tertentu?",32,❌ Miss,❌ Miss,✅ Hit,✅ Hit
